instructor_id,section_uuid
5629986,"d46cf71f-0473-3a20-b0fc-939b0545b221"
724351,"e4d7596f-ece9-325c-8317-78ecc5b7515f"
5629986,"c4a9ad38-235c-30d2-97b9-639c56285266"
5629986,"12f779d9-23d8-330b-8882-9995f4706b1d"
5716145,"8f88a3a5-4d89-367c-b462-1734094b772f"
724351,"0925661b-eff3-35e2-931b-a3401eca57bb"
724351,"7985159f-11d2-3586-ac57-0bcc4c0d1d31"
3793122,"97152ae2-a898-3fd1-93ca-17696ada1999"
3793122,"4ebefafc-5f6e-33a0-b259-a3a3d21cc1f8"
724351,"bfe37f5b-738d-3e20-ba05-8ef3c612f3ac"
5107304,"c8a03297-9e1e-3ec8-a8d0-31e7588d3d8e"
1656676,"c4f55d1e-55d6-3371-8486-f45c1cd7d022"
1656676,"a8fccf02-d1b0-33be-8fe9-f47c9d0dcf00"
1029263,"155ece81-0226-3dde-b35e-010a280c813c"
3332281,"29e52747-15c0-3808-af5a-a361cd778ffa"
1656676,"8a76bc62-cdce-34e8-aef6-1d32f48b3dff"
3152109,"dae5f8cd-7b7a-3564-a75b-fd37135760b3"
3152109,"dd81523f-1a94-3d1d-a42d-d8a7942bfdc1"
724351,"508ab167-c2d6-3af7-9d78-87e2c48a4f8a"
3152109,"09e621ea-6cba-367a-8609-8ab11c3000bd"
3152109,"c26b8ff3-2554-37b9-8600-96f91d093ee4"
3332281,"44a1afd5-da75-34ed-a4a2-548c23dfae64"
157585,"20762829-75f6-3b43-909f-237b54159548"
3807856,"52c2ed63-24f4-3733-9a3b-d04148f2c05c"
4843581,"f3c1981d-2364-3588-b78a-7248badb5f94"
4843581,"c555e273-5a59-3591-915d-9734aa2a7d4e"
1656676,"7ea78441-59a5-306b-95a1-d3f9ceb3fb10"
5107304,"8510d66a-a996-3075-a123-89e5f67616b4"
1029263,"1434d690-dc2c-3698-a0ce-8b4bebc0489d"
1663711,"fd7f6204-4801-3374-944f-81f1bcc482cb"
1656676,"57535512-3d7e-3e64-a99b-9568ec78147c"
5629986,"35f9ecff-a503-3fc3-8943-2e6d1e69721f"
5629986,"0c8c95f8-f736-326d-8be4-dbc220f1b780"
724351,"ce88a545-0b30-3c51-bcbd-135898294e16"
4843581,"09a8cead-7068-35b4-b88d-207b1496a967"
3152109,"578862c6-344c-3312-9885-89f7ebdb1a9a"
1656676,"2ba376b6-19e0-3250-87bb-97f0f60cd838"
3152109,"715f7232-0de6-313f-bc57-86a10d243544"
1656676,"8e43de36-7d0b-338b-a118-31197547abdd"
1656676,"745ab7f7-fec0-31e1-9645-068fd4239aa6"
3152109,"347b4373-0632-3bd7-8869-35d14aa90b6a"
3152109,"6890074b-897f-3f5f-96d8-c7fa0af1690a"
1656676,"7cab51f5-f624-3f08-8e69-8831f08392fc"
5352467,"3f8502de-8fd0-38ca-9437-ee1a80bd1703"
1663711,"2b298a35-7692-35a1-8dec-c35f68f325fd"
3152109,"610d7580-ed97-3764-a785-15d1ad1f6341"
724351,"2123b1b9-d32b-3577-bf95-c29c1c4a1a63"
724351,"cc821010-c4a8-360f-88ed-e61e241f3e50"
5629986,"1f80dd53-6e2f-3574-8a3f-4850180063ef"
724351,"b90c083a-6266-311c-aac0-4ab64ddf8d2c"
1029263,"d20b7a1b-e898-3167-9352-ba9863a9ab45"
5629986,"ea71721a-eba6-3004-aaa0-e7b33a578e4e"
2600954,"2403669f-0ee8-3e77-9e6b-abc54ec6395a"
2600954,"50f38c93-a77b-3cd8-b969-1b1a854b1b5e"
2600954,"285b383c-21da-37b5-a561-8fbb1fbf1ac7"
2600954,"e36e603b-cfb3-3738-95a7-6ecc3a9ba04d"
724351,"96e4101d-91e9-35b7-8082-a86580b20960"
2600560,"6bd93ac3-634c-31f1-b485-5fde4dcca4bf"
724351,"47214f76-a421-383a-8367-6a1e467ebdbd"
2600560,"c0c3f9ed-f284-38fc-9346-6c6cde6c843b"
724351,"af53f754-82e5-32aa-ae47-38d3bb79579a"
2600560,"9553267b-25a7-3054-81eb-bc219bbb8b9b"
724351,"5825504d-15eb-3cce-928b-4a032f9cfb5a"
2600560,"0534d4c4-9130-3f71-a8ba-f29cbb51233e"
2600560,"654a1902-5e3d-3c03-b89b-6c3aecbc3e09"
724351,"932b1d39-8042-3bc8-b0c9-146f22b706ac"
2600560,"1cc662fe-0a5c-38f2-a3ad-f48dbadbf3e0"
724351,"255e2f2c-57a1-38c3-ae82-39122ed9caca"
2600560,"f3b03f98-34b4-3065-9aa0-3bf99a4de6d2"
2600560,"bcb54dfe-4df5-3a2e-ae38-43a3242d5511"
2600560,"0bff840d-5862-3060-82f9-b8d7c4e2a9eb"
724351,"14f75dc6-c038-3e3f-8df7-d22d515e941b"
724351,"3ea393e0-de98-3e73-9c1c-c1c6d1721b4f"
2600560,"2c3cc196-048c-3ce3-86a6-fd753c2d2911"
2600560,"a18cdd55-a963-3bc2-90b2-7df046c94743"
724351,"8f33c603-2d74-38bd-aa27-82d8b6639974"
2600560,"f1df1371-f450-3128-a5e0-08b278416259"
2600560,"fee28caf-297d-3a0b-86bd-72103ad042b9"
724351,"399b39e4-f4cf-3e5d-acb0-b2ac76a4629f"
2600560,"84dbbfef-1853-3bcd-8dc9-567614a79db5"
2600560,"00a44159-eae8-3beb-a631-496c012245a2"
2600560,"7b5e27da-eff4-3e4c-96f6-fac949ff2708"
724351,"0c933858-3c60-3b18-9434-5a50bf3553de"
2600560,"01c73e91-746b-3b3f-9129-b3f6976a21e1"
724351,"9af5d1d9-6397-30fd-8a54-c92abfba7887"
724351,"6f82abf0-ec6f-38d8-878b-e917ad68723c"
2600560,"70798b83-7ccc-3c1e-8e33-c0c2bcde734c"
2600560,"ad357b79-6612-3890-99a4-a1b0ced65935"
2600560,"cb3338a3-4e59-354b-8aea-b7c9acd0ba29"
2600560,"1a53d099-5223-3f91-8491-84f2ae9ca2c3"
2600560,"ddcbb77d-9a55-3dd7-9f44-5e4bc63b3d0a"
2600560,"8bb3242b-5c85-3f51-b8d4-1291ee61f2df"
724351,"ee3c3580-65a6-33b3-8c3a-375fe4fb4415"
724351,"4313bf75-ae9d-311e-a091-d628c7570571"
724351,"73710261-6d5a-3333-b85a-448665aaab93"
2600560,"abb44425-bd94-3e00-89b6-03bc253b96ca"
2600560,"1b074851-a176-3f41-b5d9-12e1c988c9d7"
2600560,"1ecb0df4-4121-3401-988b-d3b2807d7154"
2600560,"70ef2af6-5c88-3722-868c-52dfb012208c"
724351,"2513eb93-e66c-3200-919b-b54ea2f5c2f8"
2600560,"8041a104-5c6f-3b47-b859-cc0d03bebfe8"
724351,"174d624e-ad80-3994-beaf-1190c7866b92"
724351,"4a1c2b31-d6de-3d64-8983-633d465608df"
2602132,"794937a3-677f-3b34-a1c9-8a7743e6b620"
2602132,"7f28f121-ae3a-3312-8c21-5b4eb0051922"
2602132,"b04fffcf-cb7c-3483-87b4-9b0790d2794f"
2602132,"a818c608-0420-342e-8042-6f4b3b6b8e01"
2602132,"4711c087-1025-36dc-b379-e0f96f2cbc57"
2602132,"dedd0cae-c831-3b8f-817d-b15915c27f6f"
2602132,"c1f83a20-659f-322d-85f6-ddddf8699844"
2602132,"2ef2315b-007d-3d1a-afdb-a8ce2174f012"
2602132,"2f6dbad7-5dbe-364a-b970-181498a46cd1"
2602132,"f9098a3c-6d94-38df-8773-f0699087edfd"
2602132,"4e4c4f02-50d1-3fd1-8c00-0273ed4b8293"
3149559,"ae8ca88a-d28c-39dc-9c96-830301f4fee7"
724351,"1c5f24f0-2093-35f3-a191-559d0f5813cb"
3152109,"c1b48274-25e9-3dce-adf6-8e4e8e289c8e"
3152109,"2c1fbee9-cbb6-3696-83b7-df9eab3ba085"
3152109,"cb6ebc68-ef50-3d80-bd6b-c76031abde8d"
724351,"3f3ec7ff-c4b4-329e-a1e2-b12981178d13"
327920,"a280790c-7cf5-32ab-88d8-274f6d65cba6"
4232086,"622cfdc0-8274-388c-a46b-ba9de3c3b6e0"
327920,"9f47e185-5a16-3d7b-b08c-9dd2631f5911"
724351,"43173232-e5e3-3a6e-b110-3bd3b9d98813"
327920,"eb82804e-8d91-30b7-bc3c-6e1df196060c"
891843,"d6e0ec81-6a9f-32a0-9716-5f95d512f1e5"
4255996,"c8179b5a-3c6c-3995-a2f2-289d194b876d"
891843,"e9a63328-9b29-3b33-a5ac-bf4458b89adf"
3793122,"a5934758-c6df-3b23-a4e9-6590d0445d25"
724351,"b45cd078-699d-357a-b327-889f04b33be1"
3152109,"970a04ea-3649-3ac1-9c66-49f9d9f59a86"
327920,"f539a1b8-48b3-3031-bfd8-266562fb1d7a"
3152109,"0077ce87-9103-37ff-ac46-7069a36e587f"
3152109,"8dae441a-08cb-38d9-a7fb-a3d21428dd2e"
724351,"4e7602f7-9a74-36ce-803c-2fdf91fbdea6"
724351,"e0e0c04d-8954-3db7-b10f-43898b9ed4be"
724351,"b55fa5a6-8c69-372a-b5ea-1bea49e7ce99"
5851661,"243cb74d-8eba-3456-a3e0-d72b75da9300"
2600891,"e5396887-29ee-3a23-94cc-dcd04e2f766d"
2600891,"49ae349b-ec6b-3188-a1ec-0fe6c6ccc270"
2601550,"ad400f37-2434-3153-9b60-1f262b915ecd"
2601550,"76c05cae-b3fd-32cd-abba-4f83bfd7baa0"
2600891,"5a075f9a-c2ff-3f08-a59c-08d81541431d"
2601550,"34b4b397-59d4-3894-9b67-afeddae6efde"
2601550,"bac21f89-316c-3ce0-8bef-7b7358fe7028"
2600891,"7e0a459c-a7ba-305e-8204-13e57a896de7"
2600891,"d5b024fe-48d8-3f8e-9f1e-ee7e54a2bb47"
2601550,"36ea69a1-dbff-3fd0-b9fe-3e31b4ea9682"
2600891,"fec78178-ccfb-303e-a139-e915e264c781"
3200823,"ba3d4d26-b101-3ff4-aed4-a65262e5474d"
2601550,"574d5585-d4b6-30da-80e8-b547a00fda7f"
2600891,"83dd0858-635a-3baa-9223-a1d79bdd6b98"
5630484,"1e3c7e3d-1067-3466-8c71-248161e89f20"
2600891,"2006d8ab-7adb-3342-baf3-f2813e0ac041"
2601550,"6eadf7f5-26db-3458-809a-2608d24277c6"
2601550,"fa829996-27ae-3419-bab7-54a7ffd76f88"
2600891,"2da37d74-efe2-35ee-93c6-64ac0dae5ca9"
2600314,"d89e571c-46d7-319d-ae35-7da79b8ab555"
3856455,"52ce8cf0-cc62-3630-886e-0aa64ec69d08"
3922122,"376cbb7a-9907-32f8-89d2-cc79ec24e50f"
3856455,"08a70a69-7dbf-3285-8b04-97afb817b7ce"
3922122,"10c0ce37-8920-3864-b6f1-426624588d29"
2600314,"e30aec6d-a6f7-32a0-a970-502f93538bf0"
3922122,"dd0c4ea7-72e3-350e-a576-84cc86c20276"
3922122,"784b283b-68ce-300b-8f30-cb52655e4974"
2600314,"c93e48eb-0ff8-3693-81c8-5b457e2303c9"
3922122,"239ca831-1879-33c6-9a4b-af770c008e98"
2600314,"1339cf9c-cb5b-35c5-a6ee-5d7d10435724"
3922122,"c89bfc38-c890-3910-9423-f78a94794d00"
3856455,"b753585e-9b4b-3c5b-b19d-086ace18f9c2"
3922122,"fd347c5d-ce83-332d-b1fb-221be94414d0"
2600314,"d605e22b-a826-3219-a296-586deeacfff7"
3922122,"35cd0142-b6ff-3bc1-9a33-95289fbe0cef"
3922122,"80b582be-68b7-31bf-adcb-cc5192cdca9b"
3922122,"e47516ea-5566-3c21-8aca-4ea1b888509c"
3856455,"0beda2d3-456c-309b-9807-eb40bde0e588"
3922122,"a44177e4-2892-3cf8-8639-9d165136cf52"
2600314,"abe1f75c-84a9-3b37-992f-c567ffc034c4"
3922122,"5434dd11-62e4-35ca-8bd4-9294c32aa2ef"
2600314,"efb32122-3df2-3217-afbb-a8a82b409b11"
490211,"ea5a9a5e-4455-3aaf-9689-9edd4ff00632"
490211,"bd17b39a-8355-3462-817d-62531e3c00a7"
490211,"b1a689a5-647a-3ce3-b489-68ddaee4c02f"
490211,"937145a2-1857-3a53-b1a5-49f13d1a73cd"
3088636,"38dd3660-c861-3ec8-b86b-72d696b118ff"
490211,"2eabe610-28d3-3822-9408-fa182d5dfdbc"
490211,"67231939-1ea9-3aa6-827c-0591e906f412"
3088636,"a5c9cecc-1a8b-310a-a13a-d033fed1f18a"
741052,"757e73c1-12cd-3fbd-b84f-7294be854e1d"
741052,"a5a55066-4930-3d9b-8683-09b63bd1cbd3"
3088636,"e2ac03b3-8d88-36d4-99f0-46b8e3ccf763"
741052,"24f7d76d-56a6-3040-b7ef-49a01e7ab617"
3088636,"829416a8-b50d-3b80-a8d4-aa24a4716fef"
4157386,"1fb19a05-dc96-39b4-86c3-a3a55d871099"
741052,"7690600a-62b4-3dbe-b9ca-5457d4f04ad8"
4157386,"24f68558-cc56-37b6-8fb7-930b45c36e2c"
490211,"3166f05f-f0cd-39f7-a6c1-b19214eb736e"
3088636,"4dcd3b2e-963a-3530-bc90-1f8df0020be3"
4157386,"92b019fb-5ae1-3126-b28b-ae8da369a1e0"
4157386,"19e07ebf-f389-3e0d-9fe2-bfb89e0984fa"
490211,"fecdb1cc-a57a-3247-8100-5b3aeaf27cc9"
490211,"7381568f-d142-3afd-a5a9-4c4f229cfaa3"
490211,"e395d8d4-d718-32f1-8884-225b611f436a"
4157386,"5409e2af-065c-356d-8cfb-c73ee277d89c"
656576,"845aee8f-dc0b-3cc6-bc47-238be62ab58d"
656576,"9813ebf3-de05-3e54-9f7d-3a9d64a01c5a"
656576,"0b550909-f64f-3298-8165-2a7b3cd0f178"
656576,"9d12e239-7011-3f90-8a98-980d46b79bbc"
3988759,"6cbe1c7d-032c-3c51-9a3b-e48da08638c1"
3988759,"dbbe49e7-1354-3942-97b4-d3afb32709f9"
3634157,"e7377217-e8a2-3ff4-aa43-d17d5cac0595"
3634157,"6cc7c014-c295-37d0-85f2-3d1e623a6aa0"
5688675,"d77bb1a5-9da6-32db-8987-d7a20a94c2e8"
5688675,"be00b39d-0df5-3778-adf4-e3ed55ff1a3c"
656576,"ea3e9061-ce4c-3d51-80a0-6c3a8690e7cb"
656576,"4f958f2c-35f8-3ed3-bdfe-ecb75ca310a6"
656576,"fd6e1b27-751b-3fb9-af68-f25869ad176b"
656576,"d2da4bb4-2271-3090-a9e9-6b2c790ffb86"
656576,"c5f854a4-e6e2-322b-8ab5-bb0bad2c11d1"
656576,"abf0dcf2-dcab-3911-ac3e-e115126b485c"
656576,"1099f4fb-ab83-3087-b3ca-1e4f0abcd8b3"
656576,"97bacae1-0c2d-33ce-aef3-decf7b0e4508"
3634157,"32a979cc-dde4-3721-b23a-34e98010dd52"
3634157,"c84d7dad-77a2-3b16-8bc5-e8a53df349fb"
5688675,"0d17e7e2-dfa4-3613-a94e-8fb123b8b928"
5688675,"85dbdc0f-0144-3333-a158-2f00e229c3dc"
656576,"a6b744d6-a3d6-3da7-a03e-3ec2aa61049b"
656576,"09645580-ae59-3422-bd73-5dfc7512d3c9"
656576,"38f5ffa1-8e1d-3093-88ce-1ff522c2495e"
656576,"b3d0f1c7-31b6-3d37-9eb8-c2ee161b44bc"
656576,"1d76490b-db96-3230-9979-6787f775a58f"
656576,"b93402ff-932f-378a-9d73-4f9de27ae94e"
656576,"2f9374cc-7654-327f-b993-10ab64110841"
656576,"443793f7-4558-33aa-a77f-e13dd97f8a61"
5688675,"c13c243b-6b30-3a72-890d-4e331c83b3b5"
5688675,"4863369f-5780-3a9d-aec3-a9cd90e40b06"
656576,"b3ccfe5b-f47e-3003-b1bc-27c8a065e92f"
656576,"99294ff5-3ff4-36af-b0b1-22790be209f2"
656576,"16b642d2-49d7-34bc-a23f-e8045bf6a32f"
656576,"5ce6aaa0-1f96-32a4-846b-b615d2f78b6a"
656576,"60bea1d1-29ff-3de7-bae8-b3ca950e9036"
656576,"3c0dddb5-d521-356f-aa6a-571cd5e132f8"
656576,"39ff0955-73ee-3c75-9c33-aa521e88687d"
656576,"a143a86c-7523-33d0-9ea3-6bdd66b825fc"
656576,"ae59f266-a343-3b7c-b764-4012d05c806f"
5688675,"dd617c64-dcdb-3a5c-8ce9-9c85226eff7c"
5688675,"507374f0-1168-3473-9f56-956dda4d3419"
656576,"5724ec36-e12d-3bd1-8beb-1ca0b863cd44"
656576,"28a00752-3afc-37bb-b204-b61b40a1d356"
656576,"9a1a7909-a6ff-316e-85ef-b947a7e21193"
656576,"a9a88f39-c258-377e-81ff-d4de0ef6fbde"
656576,"2c925c2c-2aa7-33b4-9a18-21615a3a3704"
656576,"7e5dce24-c539-3bff-ba15-dcf762cdcc2f"
656576,"53805c93-918e-3de3-a5fb-39373bffe386"
656576,"3e494bd8-50ed-3cfa-91ac-5fcda556d5f7"
656576,"a713802a-b4dd-39da-a286-fb64917154d0"
656576,"9ee7ec06-a0d2-3336-862b-4731f9345a04"
4197306,"e054c6f1-2920-39c7-99dd-1a7b5ff4e800"
4197306,"bf56b091-3ecf-3b07-84c1-14386028253a"
4197306,"57be9097-68d0-3c46-9ee4-33d7cd25b9d8"
4197306,"fabc4829-5330-3d32-b151-47665d114ced"
4197306,"2a722dde-c460-3bf1-9827-1fcbb55e9968"
4197306,"96a2c8a0-c0d7-3717-b65b-74441cd77774"
4197306,"97649b81-7741-3702-a4d8-bbcfccabdb85"
4197306,"ce3520ba-b711-3e25-9414-7f2dab8f1da9"
4197306,"0bfec160-38d0-3e26-8288-490f1c05c495"
4197306,"96a83e9c-785a-3423-80ce-8b3eca8607c0"
4197306,"fa8e654a-d39c-3fa3-aa1f-ed73c5b02e60"
4197306,"9cdb1311-5205-3d8b-9b57-d3a360e5379f"
4197306,"990c7d98-6768-3187-bd60-0fd5294d5b4a"
4197306,"2016f6b8-6b71-3a8d-b0d1-255e43468b96"
4197306,"75b010da-da17-325f-9a8d-accb00605952"
4197306,"0eda6da5-6068-3889-b3d7-731b0d4f1993"
4197306,"485c8c1c-8aa7-3a87-8406-7f721f56e94a"
4197306,"549c4202-cbfe-3844-9918-6e96165e438d"
4197306,"e581387a-b2f3-3991-87f9-c8ae6232c694"
4197306,"93336e73-67b5-3c9e-8701-556e03958734"
4197306,"27c5dbc6-6624-3c1c-97d3-f5bd73a837dc"
4197306,"be41211d-c91d-32c4-803d-04c3c2ceeeb3"
4197306,"014178f9-0996-3734-9f78-3ad574243945"
4197306,"c8e21bd7-5a03-36d7-9772-da568a4bef6a"
4197306,"d25131b0-8e3d-35a5-80dd-076adb1704b6"
4197306,"619ff8b7-f7e1-3ac5-8468-11f2b95f0af7"
4197306,"5a71a28a-d961-3fcc-8797-e1fd1e6972c9"
4197306,"6620e5fd-5b43-3fd2-a66f-dc8016b77137"
4197306,"f60caafc-41b4-36a4-9701-f9c5163fb004"
4197306,"602768a4-d801-35ef-a187-a88379eb4627"
4197306,"acdc9bc6-361a-37c3-a3e8-5970226e5611"
4197306,"cf22d097-8599-38dd-a2a7-b8b5186514fd"
4197306,"fe63e9ef-6f74-323f-8297-d0f21af972f5"
4197306,"1dd086c6-2acd-34c7-ba4e-a3de2c1edfcb"
4197306,"e650a577-48a2-3ebb-9755-0256353ac8eb"
4197306,"31e5a94a-c359-3191-929f-140c6d344870"
4197306,"7d0dd2f9-6aba-3190-98c7-7f7bb4027d77"
4197306,"c76e3d09-a0b7-3e47-ac16-563408e0107f"
4197306,"210fc8e6-7748-3145-adc1-3f49791fd101"
4197306,"84ab5b5e-8042-3883-b7ea-7a113c4ccb6d"
4197306,"a524ab93-a1b5-3be1-9d95-b4ec04150c86"
4197306,"fb47a924-2708-3c7e-806f-9b2b569b27c1"
4197306,"b0a9a7e0-324d-3dcd-b59a-dc8b2366d639"
4197306,"36e5d949-8cab-3697-a6ab-7afd96bbf3cc"
4197306,"5f6d32a0-1a8a-3b1f-b313-a05859ee845b"
4197306,"ef71c24d-77b1-3b6b-99df-573fc13e23e5"
4197306,"9dd6d64c-27e2-3f08-9e4b-d45c2a83dd7c"
4197306,"dd39668d-fe4f-3213-b8c3-aa5df483b077"
4197306,"371c19e4-27b9-3343-9617-ef375e9b3da8"
4197306,"bec6cd4c-85f3-3bf2-8121-c318c65bd6a1"
4197306,"144dd431-0f9e-3ebd-9257-6e065c9770e6"
4197306,"00f9c58e-d6e8-30a9-9c48-aba00f8efb73"
2600831,"af35a576-9da8-34ed-b138-919c8607c30f"
792440,"fdd833a7-44de-3fa2-b5a8-2102284775b6"
297312,"9eb58e47-4516-3bc6-a49d-eaab5150fdc4"
3625663,"683a1410-071d-36bc-a679-912257043305"
4197306,"042d23b9-90b0-31e9-a9a7-9986bec322ab"
4197306,"c85169d4-471b-3600-9d8d-db38546fab62"
4197306,"96a7db95-365c-3011-acc9-c2d2c0ff9b22"
4197306,"325ca994-6907-3d4f-a7f5-358ebac78de3"
4197306,"e05158b9-f8fb-36fc-a4d5-bc0b4b52f48c"
2600831,"fb00137a-166a-3082-91e8-d8fd3947164c"
4197306,"f660a17d-00d7-32e9-b226-6adbf9c8ec99"
