course_offering_uuid,section_number,a_count,ab_count,b_count,bc_count,c_count,d_count,f_count,s_count,u_count,cr_count,n_count,p_count,i_count,nw_count,nr_count,other_count
"684d5dd7-5964-33ef-81e5-d4070e7b7013",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36ab1e06-94ef-363f-841c-0e923bfbdac7",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36ab1e06-94ef-363f-841c-0e923bfbdac7",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aeef8e65-6b2c-3c7a-aeba-3f594b9255df",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aeef8e65-6b2c-3c7a-aeba-3f594b9255df",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aeef8e65-6b2c-3c7a-aeba-3f594b9255df",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aeef8e65-6b2c-3c7a-aeba-3f594b9255df",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a539b143-3ee7-3133-9114-d036bc1e2a5a",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a539b143-3ee7-3133-9114-d036bc1e2a5a",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e95fa52-cba8-32cb-927c-05bdebd1df86",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e95fa52-cba8-32cb-927c-05bdebd1df86",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4b3bb4d-90f0-349e-94cf-17b3c7c74f3d",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4b3bb4d-90f0-349e-94cf-17b3c7c74f3d",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4b3bb4d-90f0-349e-94cf-17b3c7c74f3d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4b3bb4d-90f0-349e-94cf-17b3c7c74f3d",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4b3bb4d-90f0-349e-94cf-17b3c7c74f3d",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb6254ad-776c-3830-9a85-0684665c1457",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a4e8d69-86fb-3e41-9751-cd39c287179b",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a4e8d69-86fb-3e41-9751-cd39c287179b",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a4e8d69-86fb-3e41-9751-cd39c287179b",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94d362f0-53b2-33d0-85ca-4770d1371c97",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94d362f0-53b2-33d0-85ca-4770d1371c97",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94d362f0-53b2-33d0-85ca-4770d1371c97",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94d362f0-53b2-33d0-85ca-4770d1371c97",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62948702-2b60-3384-8424-a93869150bee",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62948702-2b60-3384-8424-a93869150bee",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80fe8fe1-80b4-366d-bff2-aa206dc66199",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80fe8fe1-80b4-366d-bff2-aa206dc66199",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80fe8fe1-80b4-366d-bff2-aa206dc66199",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a71789f0-09d9-3374-bd21-04a719a62af8",1,46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"a71789f0-09d9-3374-bd21-04a719a62af8",2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a71789f0-09d9-3374-bd21-04a719a62af8",3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"a71789f0-09d9-3374-bd21-04a719a62af8",4,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ecc4cf96-0a8f-3775-9cb1-16b32cd3da26",1,38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",2,19,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1
"3c59e623-7e61-343a-951a-765cb62d3304",3,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",4,16,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",5,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",6,40,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",7,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3c59e623-7e61-343a-951a-765cb62d3304",8,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"52348693-479f-3262-b7ba-b9427aee66b8",1,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"52348693-479f-3262-b7ba-b9427aee66b8",2,22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"52348693-479f-3262-b7ba-b9427aee66b8",3,18,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"52348693-479f-3262-b7ba-b9427aee66b8",4,22,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"a37b96cc-0586-3eac-b22e-97fb3db3bf05",1,40,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"a37b96cc-0586-3eac-b22e-97fb3db3bf05",2,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a37b96cc-0586-3eac-b22e-97fb3db3bf05",3,25,3,0,2,0,0,1,1,0,0,0,0,1,0,0,0
"a37b96cc-0586-3eac-b22e-97fb3db3bf05",4,27,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0
"a37b96cc-0586-3eac-b22e-97fb3db3bf05",5,27,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",1,18,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",2,7,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",3,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",4,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",5,19,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",6,12,9,0,1,4,0,1,0,0,0,0,0,0,0,0,0
"dd3caaea-05bf-383a-afa4-52297c455208",7,14,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0
"cb14977e-d147-3110-8bf0-83c363730609",1,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ea44cb23-33f5-3546-a3a9-ed0d710d1769",1,21,3,3,0,1,1,0,2,0,0,0,0,0,0,0,0
"ea44cb23-33f5-3546-a3a9-ed0d710d1769",2,27,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ea44cb23-33f5-3546-a3a9-ed0d710d1769",3,39,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ea44cb23-33f5-3546-a3a9-ed0d710d1769",4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ea44cb23-33f5-3546-a3a9-ed0d710d1769",5,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"649f4f72-70a8-3df3-b75c-e04bad68e104",1,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"649f4f72-70a8-3df3-b75c-e04bad68e104",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43f0f4f3-ae32-3ebd-bd14-f624400e3afa",1,33,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"45b73f6d-ce7e-331b-b818-4e92eae96ffd",1,17,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0
"45b73f6d-ce7e-331b-b818-4e92eae96ffd",2,21,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"1e9f79ac-0850-3ad2-9912-d5365ebd2d1a",1,37,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0
"1e9f79ac-0850-3ad2-9912-d5365ebd2d1a",2,27,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"1e9f79ac-0850-3ad2-9912-d5365ebd2d1a",3,13,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0
"1e9f79ac-0850-3ad2-9912-d5365ebd2d1a",4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e9f79ac-0850-3ad2-9912-d5365ebd2d1a",5,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"77f9c092-e2d2-3472-babb-99e2d92bf2a8",1,14,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0
"77f9c092-e2d2-3472-babb-99e2d92bf2a8",3,17,18,5,0,0,0,0,0,0,0,0,0,0,0,2,0
"77f9c092-e2d2-3472-babb-99e2d92bf2a8",4,21,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"e1a0631e-6efc-3021-a20d-a4a92081b754",1,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"c939dd5e-43ba-3266-8f74-573f629de75b",1,14,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"c939dd5e-43ba-3266-8f74-573f629de75b",2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"c939dd5e-43ba-3266-8f74-573f629de75b",3,35,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"c939dd5e-43ba-3266-8f74-573f629de75b",4,39,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",1,16,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",3,21,1,1,0,1,1,0,3,1,0,0,0,0,1,0,0
"a97d123e-7005-3952-a25e-5188e500456a",4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",5,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",6,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",7,36,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0
"a97d123e-7005-3952-a25e-5188e500456a",8,7,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"a254463d-8440-3344-98bc-17913505eef5",1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a254463d-8440-3344-98bc-17913505eef5",2,15,3,1,0,2,0,1,0,0,0,0,0,0,1,0,0
"a254463d-8440-3344-98bc-17913505eef5",3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a254463d-8440-3344-98bc-17913505eef5",4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a254463d-8440-3344-98bc-17913505eef5",5,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"9c6ff5c2-9cef-3f67-b597-f95d1cc937d5",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e77ad052-251f-36d8-8a94-7016d821ba1c",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0072d86d-7485-3e48-bc54-fb1383139449",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"03267fff-e222-3e56-b33a-b475036ce9b0",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5c0652d8-d118-3652-8cbe-16b4a589aa03",1,31,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"5c0652d8-d118-3652-8cbe-16b4a589aa03",2,32,2,1,1,0,0,0,4,0,0,0,0,1,0,0,0
"5c0652d8-d118-3652-8cbe-16b4a589aa03",3,26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5c0652d8-d118-3652-8cbe-16b4a589aa03",4,34,2,5,2,1,0,0,0,0,0,0,0,1,0,0,0
"5c0652d8-d118-3652-8cbe-16b4a589aa03",5,34,5,1,1,0,0,0,2,0,0,0,0,0,0,0,0
"fc37f29f-2eb9-351c-8b7d-8659ae3dd0d2",1,40,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"fc37f29f-2eb9-351c-8b7d-8659ae3dd0d2",2,28,4,4,0,4,0,0,0,0,0,0,0,0,0,0,2
"fc37f29f-2eb9-351c-8b7d-8659ae3dd0d2",3,32,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"fc37f29f-2eb9-351c-8b7d-8659ae3dd0d2",4,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"fc37f29f-2eb9-351c-8b7d-8659ae3dd0d2",5,33,3,4,2,1,0,0,6,0,0,0,0,0,0,0,0
"da86adc6-3c59-3a09-9cf4-9b7d6965319b",1,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"da86adc6-3c59-3a09-9cf4-9b7d6965319b",2,35,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"da86adc6-3c59-3a09-9cf4-9b7d6965319b",3,33,4,4,0,3,0,0,7,0,0,0,0,0,0,0,0
"da86adc6-3c59-3a09-9cf4-9b7d6965319b",4,42,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0
"aa0533b5-8d9c-38a7-8569-296cc74df427",1,34,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
"aa0533b5-8d9c-38a7-8569-296cc74df427",2,37,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"aa0533b5-8d9c-38a7-8569-296cc74df427",3,28,6,0,1,2,0,0,2,0,0,0,0,0,0,0,0
"aa0533b5-8d9c-38a7-8569-296cc74df427",4,30,4,3,3,1,0,0,1,0,0,0,0,0,0,0,0
"87406703-d3df-3962-8bc6-5f2b72da7587",1,30,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0
"87406703-d3df-3962-8bc6-5f2b72da7587",2,34,0,3,3,0,0,0,1,0,0,0,0,1,0,1,0
"87406703-d3df-3962-8bc6-5f2b72da7587",3,28,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0
"87406703-d3df-3962-8bc6-5f2b72da7587",4,34,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"5b62040e-c0d8-355f-92e6-b0333593b351",1,31,4,2,1,1,0,0,2,0,0,0,0,0,0,0,0
"5b62040e-c0d8-355f-92e6-b0333593b351",2,26,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0
"5b62040e-c0d8-355f-92e6-b0333593b351",3,31,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0
"5b62040e-c0d8-355f-92e6-b0333593b351",4,33,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"5b62040e-c0d8-355f-92e6-b0333593b351",5,40,3,1,0,0,0,1,2,1,0,0,0,0,0,0,0
"13c6bfd3-b8b6-3123-afdb-273147e746c3",1,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13c6bfd3-b8b6-3123-afdb-273147e746c3",2,36,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0
"13c6bfd3-b8b6-3123-afdb-273147e746c3",3,26,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
"13c6bfd3-b8b6-3123-afdb-273147e746c3",4,39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4671ba5c-fddf-3d9b-91af-7093cdf79d0e",1,21,6,5,2,1,0,0,14,0,0,0,0,0,0,0,0
"4671ba5c-fddf-3d9b-91af-7093cdf79d0e",2,35,2,6,0,2,0,0,2,0,0,0,0,0,0,0,0
"4671ba5c-fddf-3d9b-91af-7093cdf79d0e",3,16,4,4,2,1,0,0,8,1,0,0,0,0,0,0,0
"2b3beb72-6410-3af4-9119-1ec5b75e6d7c",1,32,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"2b3beb72-6410-3af4-9119-1ec5b75e6d7c",2,35,3,1,1,0,1,0,1,0,0,0,0,2,0,0,0
"2b3beb72-6410-3af4-9119-1ec5b75e6d7c",3,32,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"81f845ea-d594-3e0a-b112-0a8c342c1bac",1,27,9,4,0,0,0,1,0,0,0,0,0,0,1,0,0
"81f845ea-d594-3e0a-b112-0a8c342c1bac",2,28,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"81f845ea-d594-3e0a-b112-0a8c342c1bac",3,28,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"81f845ea-d594-3e0a-b112-0a8c342c1bac",4,40,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81f845ea-d594-3e0a-b112-0a8c342c1bac",5,35,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0
"1ba36bd5-d56f-310d-b4ef-f2020aa7a13a",1,39,2,2,2,1,0,0,2,1,0,0,0,0,0,0,0
"1ba36bd5-d56f-310d-b4ef-f2020aa7a13a",2,32,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0
"1ba36bd5-d56f-310d-b4ef-f2020aa7a13a",3,31,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
"1ba36bd5-d56f-310d-b4ef-f2020aa7a13a",4,38,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1ba36bd5-d56f-310d-b4ef-f2020aa7a13a",5,11,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"bd5baa02-e0ca-39df-a61d-361e8534f398",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2101e24a-f58f-33d1-8ca1-61778a83f886",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821927cc-c5eb-38c4-93f4-bcca6ee066b1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a35e69d8-4355-3bf7-83f7-21f09212cb41",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e551eb9-a026-3ebb-98e9-3d4391c3bafd",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19968d09-a08d-3e09-94dc-06e8179fd3f1",1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42440324-78e9-3db4-a740-5e80b0362576",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c395095e-d2ec-38f3-905f-4b340bdee5f5",1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7bcdf8aa-f943-38f5-a980-659767acab8f",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"011b2eae-6f5e-3e2a-97a1-f830eadeafcf",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9bba8c77-b564-301b-b0d6-41ec049e9481",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aa5ff023-35da-3b9f-a3e4-da8a50f21951",1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"623ff391-caed-3535-9fa1-ce595934c7e4",1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7db61091-ab25-3d23-8135-d8253a894e85",1,24,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ac6ec56e-ad7d-3d1a-9278-884b8f25f3ce",1,32,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"ac6ec56e-ad7d-3d1a-9278-884b8f25f3ce",2,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"080dd38d-5101-3c86-ad30-678147c7ed5f",1,25,5,5,0,1,1,0,1,0,0,0,0,0,0,0,0
"1f151924-65cf-32d2-a0e8-f42733ed25f0",1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1f151924-65cf-32d2-a0e8-f42733ed25f0",2,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8cd7afcf-cfd5-3ebf-b88e-9f8a5dba521d",1,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"4706b4d0-04b1-39d7-beed-ac06d938e626",1,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"9996831f-b203-3b04-9fbd-acdc46131ea7",1,11,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"5be686b7-99a7-3065-a208-99ad1230b4c1",1,3,8,4,0,2,0,0,1,0,0,0,0,0,0,0,0
"cc9c4c82-37d0-3cfa-8a75-4e4556aa9830",1,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"cc9c4c82-37d0-3cfa-8a75-4e4556aa9830",2,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"307b36eb-a4d5-32d9-a128-5714598dcf4b",1,18,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0
"09602c5e-064c-3b80-ad90-8b32b36c805a",1,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"09ef3862-23ab-3377-9180-2dc6470adcc2",1,23,3,5,2,0,0,0,3,0,0,0,0,0,0,0,0
"b705f4fe-3eda-3f4d-9aaa-8243d94f1474",1,22,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"50e08207-c982-3129-8102-ad669ec15d6d",1,29,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"50e08207-c982-3129-8102-ad669ec15d6d",2,33,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"96f56d84-8c29-3dd5-8cf0-48608af3cbd2",1,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"96f56d84-8c29-3dd5-8cf0-48608af3cbd2",2,13,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"43dac5aa-d3cc-32cc-bf38-c97592915ab9",1,18,6,0,3,2,0,0,4,0,0,0,0,0,0,0,0
"2257cdb7-43c6-366b-b6b3-ae5c2d1f1793",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"949a468f-cbba-319b-8138-c68d95bd6718",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e5de348-fbab-39e0-b2d7-203307ceae13",1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ad701ef-ce06-3972-9ec9-7523b1a39a16",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d1b0acb-9cda-3b31-95e5-6568889d08e4",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e4ce90c8-b63f-313f-a4c0-5cc91e719480",1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"f9ccedfd-ebbc-33b5-9cdf-3e256b34c97e",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7bf0342d-4949-3f14-a29f-083140f72648",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99704d3d-8b9a-3ed8-b75f-a50c5671f952",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5e7eeaa-0f57-3d4e-9066-5664b4752838",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00ad50eb-4a49-3f8c-9868-6877e9408e3d",1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33d6238c-de54-3bb1-85e5-bb711ca51d79",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a541beec-9660-3923-b500-e23939b7463a",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f4b103d-57dd-3340-8def-5d79e6ce7dbe",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87f17bce-e060-336b-a35d-3dd900a3947d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe38c17e-29f9-322e-ab1b-62823374eb2c",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d091c93c-31a2-310a-b279-2a2bf59e4da5",1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
